,thomas_num,thomas_name,icpsr,congress,year,st_name,cd,dem,majority,elected,female,afam,latino,votepct,votepct_sq,dwnom1,meddist,majdist,deleg_size,speaker,chair,subchr,power,budget,seniority,sensq,state_leg,state_leg_prof,maj_leader,min_leader,south,south_dem,ss_bills,ss_aic,ss_abc,ss_pass,ss_law,s_bills,s_aic,s_abc,s_pass,s_law,c_bills,c_aic,c_abc,c_pass,c_law,all_bills,all_aic,all_abc,all_pass,all_law,les,leslag
,6775,"Davis, Susan",20108,108,2003,CA,53,1,0,2000,1,0,0,62,3844,-0.362,0.617,0.862,53,0,0,0,0,0,2,4,1,0.57,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,17,2,0,0,0,0.504854,0.221619
,6776,"Davis, Lincoln",20350,108,2003,TN,4,1,0,2002,0,0,0,52,2704,-0.177,0.432,0.677,9,0,0,0,0,0,1,1,1,0.117,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,6777,"DeFazio, Peter",15410,108,2003,OR,4,1,0,1986,0,0,0,64,4096,-0.567,0.822,1.067,5,0,0,0,0,0,9,81,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0.282242,1.324836
,6778,"DeGette, Diana",29710,108,2003,CO,1,1,0,1996,1,0,0,66,4356,-0.494,0.749,0.994,7,0,0,0,0,0,4,16,1,0.172,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.13282,0.187284
,6779,"DeLauro, Rosa",29109,108,2003,CT,3,1,0,1990,1,0,0,66,4356,-0.472,0.727,0.972,5,0,0,0,1,1,7,49,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0.438305,0.190405
,6780,"DeLay, Tom",15094,108,2003,TX,22,0,1,1984,0,0,0,63,3969,0.566,0.311,0.066,32,0,0,0,0,0,10,100,1,0.191,1,0,1,0,3,3,3,3,3,3,1,2,2,1,0,0,0,0,0,6,4,5,5,4,4.801805,0.637838
,6781,"DeMint, Jim",29936,108,2003,SC,4,0,1,1998,0,0,0,69,4761,0.679,0.424,0.179,6,0,0,0,0,0,3,9,0,0,0,0,1,0,1,0,0,0,0,29,0,1,1,0,0,0,0,0,0,30,0,1,1,0,0.762086,1.334495
,6782,"Deal, Nathan",99342,108,2003,GA,10,0,1,1992,0,0,0,100,10000,0.718,0.463,0.218,13,0,0,0,0,0,6,36,1,0.133,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0.099615,0.124856
,6783,"Delahunt, William",29731,108,2003,MA,10,1,0,1996,0,0,0,69,4761,-0.547,0.802,1.047,10,0,0,0,0,0,4,16,1,0.332,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.06641,0.200134
,6784,"Deutsch, Peter",29335,108,2003,FL,20,1,0,1992,0,0,0,100,10000,-0.377,0.632,0.877,25,0,0,0,0,0,6,36,1,0.255,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.149422,0.124856
,6785,"Diaz-Balart, Mario",20316,108,2003,FL,25,0,1,2002,0,0,1,65,4225,0.457,0.202,0.043,25,0,0,0,0,1,1,1,1,0.249,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,1,1,1,1,0.662487,
,6786,"Diaz-Balart, Lincoln",29336,108,2003,FL,21,0,1,1992,0,0,1,100,10000,0.357,0.102,0.143,25,0,0,0,1,0,6,36,1,0.255,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.033205,0.046821
,6787,"Dicks, Norman",14413,108,2003,WA,6,1,0,1976,0,0,0,64,4096,-0.315,0.57,0.815,9,0,0,0,1,0,14,196,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0.286114,0.065549
,6788,"Dingell, John",2605,108,2003,MI,15,1,0,1955,0,0,0,72,5184,-0.436,0.691,0.936,15,0,0,0,0,0,25,625,0,0,0,0,0,0,0,0,0,0,0,20,3,1,1,1,0,0,0,0,0,20,3,1,1,1,1.183944,1.359423
,6789,"Doggett, Lloyd",29571,108,2003,TX,10,1,0,1994,0,0,0,84,7056,-0.483,0.738,0.983,32,0,0,0,1,0,5,25,1,0.21,0,0,1,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0.169345,0.389987
,6790,"Dooley, Calvin",29105,108,2003,CA,20,1,0,1990,0,0,0,64,4096,-0.197,0.452,0.697,53,0,0,0,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,5,2,2,1,1,1,0,0,0,0,6,2,2,1,1,0.935319,0.081156
,6791,"Doolittle, John",29104,108,2003,CA,4,0,1,1990,0,0,0,65,4225,0.589,0.334,0.089,53,0,0,0,1,0,7,49,1,0.625,1,0,0,0,0,0,0,0,0,9,5,4,4,1,0,0,0,0,0,9,5,4,4,1,1.966156,1.128295
,6792,"Doyle, Michael",29561,108,2003,PA,14,1,0,1994,0,0,0,100,10000,-0.31,0.565,0.81,19,0,0,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0.236307,0.343166
,6793,"Dreier, David",14813,108,2003,CA,26,0,1,1980,0,0,0,64,4096,0.516,0.261,0.016,53,0,1,0,1,0,12,144,0,0,0,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,0,0,0,11,1,1,1,0,0.541342,0.37438
,6794,"Duncan, John",15455,108,2003,TN,2,0,1,1988,0,0,0,79,6241,0.762,0.507,0.262,9,0,0,1,0,0,8,64,0,0,0,0,1,0,0,0,0,0,0,12,3,1,0,0,1,1,1,1,1,13,4,2,1,1,0.770723,0.876194
,6795,"Dunn, Jennifer",39312,108,2003,WA,8,0,1,1992,1,0,0,60,3600,0.472,0.217,0.028,9,0,0,0,1,0,6,36,0,0,0,0,0,0,2,0,2,2,1,10,1,1,1,1,0,0,0,0,0,12,1,3,3,2,2.392486,1.370855
,6796,"Edwards, Chet",29144,108,2003,TX,11,1,0,1990,0,0,0,52,2704,-0.23,0.485,0.73,32,0,0,0,1,1,7,49,1,0.21,0,0,1,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.149422,0.725602
,6797,"Ehlers, Vernon",29362,108,2003,MI,3,0,1,1993,0,0,0,70,4900,0.413,0.158,0.087,15,0,0,1,0,0,6,36,1,0.653,0,0,0,0,1,1,1,0,0,17,4,3,2,0,0,0,0,0,0,18,5,4,2,0,1.803297,2.532678
,6798,"Emanuel, Rahm",20323,108,2003,IL,5,1,0,2002,0,0,0,67,4489,-0.406,0.661,0.906,19,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.282242,
,6799,"Emerson, Jo",29736,108,2003,MO,8,0,1,1996,1,0,0,72,5184,0.34,0.085,0.16,9,0,0,0,1,0,4,16,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,1,1,1,11,2,2,2,2,0.924484,0.234105
,6800,"Engel, Eliot",15603,108,2003,NY,17,1,0,1988,0,0,0,63,3969,-0.401,0.656,0.901,29,0,0,0,0,0,8,64,1,0.659,0,0,0,0,1,1,1,1,1,14,0,0,0,0,5,2,2,2,2,20,3,3,3,3,1.792519,0.422925
,6801,"English, Phil",29563,108,2003,PA,3,0,1,1994,0,0,0,78,6084,0.366,0.111,0.134,19,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,49,0,1,1,1,3,1,2,1,1,52,1,3,2,2,1.488995,0.732061
,6802,"Eshoo, Anna",29312,108,2003,CA,14,1,0,1992,1,0,0,68,4624,-0.423,0.678,0.923,53,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,0,0,0,0,6,0,1,1,1,0.604309,0.093642
,6803,"Etheridge, Bob",29745,108,2003,NC,2,1,0,1996,0,0,0,65,4225,-0.301,0.556,0.801,13,0,0,0,0,0,4,16,1,0.149,0,0,1,1,0,0,0,0,0,3,1,0,0,0,1,1,1,1,1,4,2,1,1,1,0.29029,1.264462
,6804,"Evans, Lane",15023,108,2003,IL,17,1,0,1982,0,0,0,62,3844,-0.465,0.72,0.965,19,0,0,0,0,0,11,121,0,0,0,0,0,0,0,0,0,0,0,21,5,1,1,5,1,1,1,1,1,22,6,2,2,6,2.634602,1.795529
,6805,"Everett, Terry",29300,108,2003,AL,2,0,1,1992,0,0,0,69,4761,0.509,0.254,0.009,7,0,0,1,0,0,6,36,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.083012,0.015607
,6806,"Faleomavaega, Eni",,108,2003,AS,1,,0,1988,0,0,0,,,,,,1,0,0,0,0,0,8,64,0,,0,0,0,0,0,0,0,0,0,11,4,4,4,3,0,0,0,0,0,11,4,4,4,3,2.429188,
,6807,"Farr, Sam",29313,108,2003,CA,17,1,0,1993,0,0,0,68,4624,-0.522,0.777,1.022,53,0,0,0,1,0,6,36,1,0.625,0,0,0,0,0,0,0,0,0,9,0,1,1,1,0,0,0,0,0,9,0,1,1,1,0.667398,0.640959
,6808,"Fattah, Chaka",29559,108,2003,PA,2,1,0,1994,0,1,0,88,7744,-0.5,0.755,1,19,0,0,0,1,0,5,25,1,0.336,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.083012,0.089053
,6809,"Feeney, Tom",20315,108,2003,FL,24,0,1,2002,0,0,0,62,3844,0.744,0.489,0.244,25,0,0,0,0,0,1,1,1,0.249,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.019923,
,6810,"Ferguson, Mike",20127,108,2003,NJ,7,0,1,2000,0,0,0,58,3364,0.318,0.063,0.182,13,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0.335922,0.259441
,6811,"Filner, Bob",29325,108,2003,CA,51,1,0,1992,0,0,0,58,3364,-0.701,0.956,1.201,53,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,4,0,1,1,1,35,0,1,1,1,0.631554,0.449846
,6812,"Flake, Jeff",20100,108,2003,AZ,6,0,1,2000,0,0,0,66,4356,1,0.745,0.5,8,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0.26564,0.636398
,6813,"Fletcher, Ernie",29917,108,2003,KY,6,0,1,1998,0,0,0,72,5184,0.348,0.093,0.152,6,0,0,0,0,0,3,9,1,0.087,0,0,1,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,3,1,1,1,0,0.425125,0.171677
,6814,"Foley, Mark",29510,108,2003,FL,16,0,1,1994,0,0,0,79,6241,0.385,0.13,0.115,25,0,0,0,1,0,5,25,1,0.255,0,0,1,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0.464869,1.265968
,6815,"Forbes, J.",20143,108,2003,VA,4,0,1,2001,0,0,0,98,9604,0.514,0.259,0.014,11,0,0,0,0,0,2,4,1,0.15,0,0,1,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,8,3,2,0,0,0.683535,0.161903
,6816,"Ford, Harold",29756,108,2003,TN,9,1,0,1996,0,1,0,84,7056,-0.342,0.597,0.842,9,0,0,0,0,1,4,16,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.049807,0.109249
,6817,"Fossella, Vito",29773,108,2003,NY,13,0,1,1997,0,0,0,70,4900,0.5,0.245,0,29,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,0,0,0,0,0,13,1,1,1,1,0.845114,2.192412
,6818,"Frank, Barney",14824,108,2003,MA,4,1,0,1980,0,0,0,100,10000,-0.613,0.868,1.113,10,0,0,0,0,0,12,144,1,0.386,0,0,0,0,0,0,0,0,0,22,2,2,2,1,1,0,0,0,0,23,2,2,2,1,1.356572,0.630335
,6819,"Franks, Trent",20304,108,2003,AZ,2,0,1,2002,0,0,0,60,3600,0.91,0.655,0.41,8,0,0,0,0,1,1,1,1,0.185,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.06641,
,6820,"Frelinghuysen, Rodney",29541,108,2003,NJ,11,0,1,1994,0,0,0,72,5184,0.397,0.142,0.103,13,0,0,1,1,0,5,25,1,0.255,0,0,0,0,2,2,2,2,1,16,1,1,1,1,0,0,0,0,0,18,3,3,3,2,2.937325,0.657883
,6821,"Frost, Martin",14626,108,2003,TX,24,1,0,1978,0,0,0,,,-0.309,0.564,0.809,32,0,0,0,1,0,13,169,0,0,0,0,1,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0.194318,0.093642
,6822,"Gallegly, Elton",15413,108,2003,CA,24,0,1,1986,0,0,0,65,4225,0.477,0.222,0.023,53,0,0,1,0,0,9,81,0,0,0,0,0,0,1,1,1,0,0,11,2,0,0,0,0,0,0,0,0,12,3,1,0,0,0.877853,1.968624
,6823,"Garrett, Scott",20336,108,2003,NJ,5,0,1,2002,0,0,0,59,3481,0.771,0.516,0.271,13,0,0,0,0,1,1,1,1,0.32,0,0,0,0,0,0,0,0,0,10,1,1,1,0,3,1,1,1,1,13,2,2,2,1,0.660558,
,6824,"Gephardt, Richard",14421,108,2003,MO,3,1,0,1976,0,0,0,59,3481,-0.523,0.778,1.023,9,0,0,0,0,0,14,196,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.06641,0.109249
,6825,"Gerlach, Jim",20345,108,2003,PA,6,0,1,2002,0,0,0,51,2601,0.29,0.035,0.21,19,0,0,0,0,0,1,1,1,0.283,0,0,0,0,1,0,1,1,0,10,2,2,2,2,0,0,0,0,0,11,2,3,3,2,1.952612,
,6826,"Gibbons, Jim",29739,108,2003,NV,2,0,1,1996,0,0,0,74,5476,0.622,0.367,0.122,3,0,0,0,0,0,4,16,1,0.161,0,0,0,0,0,0,0,0,0,23,9,8,7,3,1,1,1,0,0,24,10,9,7,3,4.082835,3.803162
,6827,"Gilchrest, Wayne",29122,108,2003,MD,1,0,1,1990,0,0,0,77,5929,0.25,0.005,0.25,8,0,0,1,0,0,7,49,0,0,0,0,0,0,0,0,0,0,0,16,8,8,4,3,0,0,0,0,0,16,8,8,4,3,3.391019,4.665473
,6828,"Gillmor, Paul",15604,108,2003,OH,5,0,1,1988,0,0,0,67,4489,0.337,0.082,0.163,18,0,0,1,0,0,8,64,1,0.329,0,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,1,1,1,9,1,2,1,1,0.45944,2.103036
,6829,"Gingrey, Phil",20319,108,2003,GA,11,0,1,2002,0,0,0,52,2704,0.674,0.419,0.174,13,0,0,0,0,0,1,1,1,0.107,0,0,1,0,0,0,0,0,0,7,3,4,4,1,0,0,0,0,0,7,3,4,4,1,1.710339,
,6830,"Gonzalez, Charles",29943,108,2003,TX,20,1,0,1998,0,0,1,100,10000,-0.357,0.612,0.857,32,0,0,0,0,0,3,9,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,0.145779,0.081156
,6831,"Goode, Virgil",89767,108,2003,VA,5,0,1,1996,0,0,0,63,3969,0.558,0.303,0.058,11,0,0,0,1,0,4,16,1,0.15,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0.249037,0.775544
,6832,"Goodlatte, Bob",39308,108,2003,VA,6,0,1,1992,0,0,0,97,9409,0.56,0.305,0.06,11,0,1,0,0,0,6,36,0,0,0,0,1,0,2,2,2,2,0,7,4,3,0,0,0,0,0,0,0,9,6,5,2,0,2.387908,1.512547
,6833,"Gordon, Bart",15100,108,2003,TN,6,1,0,1984,0,0,0,66,4356,-0.182,0.437,0.682,9,0,0,0,0,0,10,100,0,0,0,0,1,1,0,0,0,0,0,6,2,1,1,1,0,0,0,0,0,6,2,1,1,1,0.840203,0.265131
,6834,"Goss, Porter",15605,108,2003,FL,14,0,1,1988,0,0,0,100,10000,0.5,0.245,0,25,0,1,0,1,0,8,64,0,0,0,0,1,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2.60014,2.824371
,6835,"Granger, Kay",29762,108,2003,TX,12,0,1,1996,1,0,0,92,8464,0.518,0.263,0.018,32,0,0,0,1,0,4,16,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0.152743,0.182695
,6836,"Graves, Sam",20124,108,2003,MO,6,0,1,2000,0,0,0,63,3969,0.492,0.237,0.008,9,0,0,1,0,0,2,4,1,0.198,0,0,0,0,0,0,0,0,0,13,1,0,0,0,3,2,3,3,3,16,3,3,3,3,0.692408,0.109249
,6837,"Green, Mark",29941,108,2003,WI,8,0,1,1998,0,0,0,73,5329,0.575,0.32,0.075,8,0,0,0,0,0,3,9,1,0.459,0,0,0,0,0,0,0,0,0,20,4,3,1,1,0,0,0,0,0,20,4,3,1,1,1.512047,1.427405
,6838,"Green, Gene",39304,108,2003,TX,29,1,0,1992,0,0,0,95,9025,-0.325,0.58,0.825,32,0,0,0,0,0,6,36,1,0.21,0,0,1,1,0,0,0,0,0,22,0,0,0,0,2,0,0,0,0,24,0,0,0,0,0.371895,0.978435
,6839,"Greenwood, James",29397,108,2003,PA,8,0,1,1992,0,0,0,63,3969,0.303,0.048,0.197,19,0,0,1,0,0,6,36,1,0.336,0,0,0,0,2,1,2,2,0,14,1,1,1,0,1,0,0,0,0,17,2,3,3,0,1.873129,4.622203
,6840,"Grijalva, Raul",20305,108,2003,AZ,7,1,0,2002,0,0,1,59,3481,-0.655,0.91,1.155,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,0,1,0,0,0,0,8,1,1,1,0,0.478253,
,6841,"Gutierrez, Luis",29348,108,2003,IL,4,1,0,1992,0,0,1,80,6400,-0.535,0.79,1.035,19,0,0,1,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,1,1,1,1,22,1,1,1,1,0.437983,0.393661
,6842,"Gutknecht, Gil",29532,108,2003,MN,1,0,1,1994,0,0,0,61,3721,0.713,0.458,0.213,8,0,0,0,0,1,5,25,1,0.199,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0.544626,0.031214
,6843,"Hall, Ralph",14828,108,2003,TX,4,1,0,1980,0,0,0,58,3364,0.097,0.158,0.403,32,0,0,0,0,0,12,144,1,0.191,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.049807,0.311952
,6844,"Harman, Jane",29318,108,2003,CA,36,1,0,2000,1,0,0,61,3721,-0.279,0.534,0.779,53,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.049807,0.190405
,6845,"Harris, Katherine",20314,108,2003,FL,13,0,1,2002,1,0,0,55,3025,0.564,0.309,0.064,25,0,0,0,0,0,1,1,1,0.249,0,0,1,0,0,0,0,0,0,2,1,1,1,0,2,2,2,2,2,4,3,3,3,2,0.650274,
,6846,"Hart, Melissa",20133,108,2003,PA,4,0,1,2000,1,0,0,65,4225,0.51,0.255,0.01,19,0,0,0,0,0,2,4,1,0.283,0,0,0,0,1,1,1,1,1,9,2,2,2,1,0,0,0,0,0,10,3,3,3,2,2.429188,1.457081
,6847,"Hastert, J.",15417,108,2003,IL,14,0,1,1986,0,0,0,74,5476,0.511,0.256,0.011,19,1,0,0,0,0,9,81,1,0.344,1,0,0,0,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,4,1,2,2,1,1.852997,1.301011
,6848,"Hastings, Doc",29580,108,2003,WA,4,0,1,1994,0,0,0,67,4489,0.544,0.289,0.044,9,0,0,0,1,1,5,25,1,0.23,0,0,0,0,0,0,0,0,0,8,2,1,0,0,0,0,0,0,0,8,2,1,0,0,0.46383,0.672173
,6849,"Hastings, Alcee",29337,108,2003,FL,23,1,0,1992,0,1,0,77,5929,-0.596,0.851,1.096,25,0,0,0,1,0,6,36,0,0,0,0,1,1,0,0,0,0,0,18,0,0,0,0,1,1,1,1,1,19,1,1,1,1,0.428021,0.315261
,6850,"Hayes, Robin",29929,108,2003,NC,8,0,1,1998,0,0,0,54,2916,0.455,0.2,0.045,13,0,0,1,0,0,3,9,1,0.149,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,2,2,2,2,7,2,2,2,2,0.341366,0.637838
,6851,"Hayworth, J.",29502,108,2003,AZ,5,0,1,1994,0,0,0,61,3721,0.669,0.414,0.169,8,0,0,0,1,0,5,25,0,0,0,0,0,0,0,0,0,0,0,25,2,3,2,1,0,0,0,0,0,25,2,3,2,1,1.511457,2.748462
,6852,"Hefley, Joel",15419,108,2003,CO,5,0,1,1986,0,0,0,69,4761,0.768,0.513,0.268,7,0,1,1,0,0,9,81,1,0.284,0,0,0,0,0,0,0,0,0,20,2,2,0,1,0,0,0,0,0,20,2,2,0,1,1.042025,2.980676
,6853,"Hensarling, Jeb",20352,108,2003,TX,5,0,1,2002,0,0,0,58,3364,0.853,0.598,0.353,32,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.06641,
,6854,"Herger, Wally",15420,108,2003,CA,2,0,1,1986,0,0,0,66,4356,0.629,0.374,0.129,53,0,0,1,1,0,9,81,1,0.526,0,0,0,0,0,0,0,0,0,20,0,4,4,4,0,0,0,0,0,20,0,4,4,4,2.403953,1.779163
,6855,"Herseth, Stephanie",20349,108,2003,SD,1,1,0,2004,1,0,0,,,-0.234,0.489,0.734,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0.149422,
,6856,"Hill, Baron",29914,108,2003,IN,9,1,0,1998,0,0,0,51,2601,-0.153,0.408,0.653,9,0,0,0,0,0,3,9,1,0.106,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,1,1,6,0,1,1,1,0.206531,0.239938
,6857,"Hinchey, Maurice",29380,108,2003,NY,22,1,0,1992,0,0,0,64,4096,-0.643,0.898,1.143,29,0,0,0,1,0,6,36,1,0.659,0,0,0,0,0,0,0,0,0,11,2,1,1,0,1,0,1,1,1,12,2,2,2,1,0.759564,0.187284
,6858,"Hinojosa, Ruben",29763,108,2003,TX,15,1,0,1996,0,0,1,100,10000,-0.314,0.569,0.814,32,0,0,0,0,0,4,16,0,0,0,0,1,1,0,0,0,0,0,9,1,1,0,0,2,0,2,2,2,11,1,3,2,2,0.582958,0.709995
,6859,"Hobson, David",29136,108,2003,OH,7,0,1,1990,0,0,0,68,4624,0.405,0.15,0.095,18,0,0,1,1,0,7,49,1,0.329,0,0,0,0,2,2,2,2,1,5,2,1,1,0,1,1,1,1,0,8,5,4,4,1,2.670501,3.593376
,6860,"Hoeffel, Joseph",29934,108,2003,PA,13,1,0,1998,0,0,0,51,2601,-0.361,0.616,0.861,19,0,0,0,0,0,3,9,1,0.283,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1,1,1,8,1,1,1,1,0.245394,0.078035
,6861,"Hoekstra, Peter",29361,108,2003,MI,2,0,1,1992,0,0,0,70,4900,0.63,0.375,0.13,15,0,0,1,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,11,5,5,5,1,0,0,0,0,0,11,5,5,5,1,2.24677,1.53958
,6862,"Holden, Tim",29396,108,2003,PA,17,1,0,1992,0,0,0,51,2601,-0.214,0.469,0.714,19,0,0,0,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0.144511,0.187284
,6863,"Holt, Rush",29923,108,2003,NJ,12,1,0,1998,0,0,0,61,3721,-0.505,0.76,1.005,13,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,1,1,1,1,24,1,1,1,1,0.511034,0.461557
,6864,"Honda, Michael",20103,108,2003,CA,15,1,0,2000,0,0,0,66,4356,-0.585,0.84,1.085,53,0,0,0,0,0,2,4,1,0.57,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0.166025,0.046821
,6865,"Hooley, Darlene",29750,108,2003,OR,5,1,0,1996,1,0,0,55,3025,-0.329,0.584,0.829,5,0,0,0,0,1,4,16,1,0.153,0,0,0,0,0,0,0,0,0,30,0,1,1,1,0,0,0,0,0,30,0,1,1,1,1.01605,0.499236
,6866,"Hostettler, John",29520,108,2003,IN,8,0,1,1994,0,0,0,51,2601,0.758,0.503,0.258,9,0,0,1,0,0,5,25,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0.800443,0.398443
,6867,"Houghton, Amo",15423,108,2003,NY,29,0,1,1986,0,0,0,73,5329,0.194,0.061,0.306,29,0,0,1,1,0,9,81,0,0,0,0,0,0,0,0,0,0,0,31,0,1,1,1,1,0,0,0,0,32,0,1,1,1,1.035973,2.142217
,6868,"Hoyer, Steny",14873,108,2003,MD,5,1,0,1981,0,0,0,69,4761,-0.35,0.605,0.85,8,0,0,0,1,0,12,144,1,0.252,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.049807,0.203369
,6869,"Hulshof, Kenny",29737,108,2003,MO,9,0,1,1996,0,0,0,68,4624,0.467,0.212,0.033,9,0,0,0,1,1,4,16,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0.13282,0.411473
,6870,"Hunter, Duncan",14835,108,2003,CA,52,0,1,1980,0,0,0,70,4900,0.541,0.286,0.041,53,0,1,0,0,0,12,144,0,0,0,0,0,0,2,2,2,2,2,13,4,5,5,2,0,0,0,0,0,15,6,7,7,4,5.022773,0.911446
,6871,"Hyde, Henry",14239,108,2003,IL,6,0,1,1974,0,0,0,65,4225,0.412,0.157,0.088,19,0,1,0,0,0,15,225,1,0.344,0,0,0,0,2,2,2,2,1,16,4,4,2,0,0,0,0,0,0,18,6,6,4,1,3.464883,5.169982
,6872,"Inslee, Jay",29937,108,2003,WA,1,1,0,1998,0,0,0,56,3136,-0.388,0.643,0.888,9,0,0,0,0,0,3,9,1,0.198,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0.182627,0.850458
,6873,"Isakson, Johnny",29909,108,2003,GA,6,0,1,1999,0,0,0,80,6400,0.463,0.208,0.037,13,0,0,0,0,0,3,9,1,0.107,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0.086333,0.51742
,6874,"Israel, Steve",20129,108,2003,NY,2,1,0,2000,0,0,0,58,3364,-0.32,0.575,0.82,29,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,1,1,1,1,21,1,1,1,1,0.461226,0.364794
,6875,"Issa, Darrell",20107,108,2003,CA,49,0,1,2000,0,0,1,77,5929,0.589,0.334,0.089,53,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,15,4,2,1,0,1,0,0,0,0,16,4,2,1,0,1.05339,0.624047
